Inexperienced School Leaders,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Poverty Level,Title1 Code,Percent of Inexperienced Principals,Number of Inexperienced Principals,Percent of Inexperienced Assistant Principals,Number of Inexperienced Assistant Principals
2023 - 2024,SCH,Rockingham County Public Schools,John W. Wayland Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,John W. Wayland Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Lacey Spring Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Lacey Spring Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Linville-Edom Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Linville-Edom Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,McGaheysville Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,McGaheysville Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Montevideo Middle,All Schools,All Schools,0,0,66.7,2
2023 - 2024,SCH,Rockingham County Public Schools,Montevideo Middle,All Schools,Non-Title I,0,0,66.7,2
2023 - 2024,SCH,Rockingham County Public Schools,Mountain View Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Mountain View Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Ottobine Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Ottobine Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Peak View Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Peak View Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Plains Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Rockingham County Public Schools,Plains Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Rockingham County Public Schools,Pleasant Valley Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Pleasant Valley Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,River Bend Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Rockingham County Public Schools,River Bend Elementary,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Rockingham County Public Schools,South River Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,South River Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Spotswood High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Spotswood High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Turner Ashby High,All Schools,All Schools,0,0,33.3,1
2023 - 2024,SCH,Rockingham County Public Schools,Turner Ashby High,All Schools,Non-Title I,0,0,33.3,1
2023 - 2024,SCH,Rockingham County Public Schools,Turner Ashby High,Low Poverty,All Schools,0,0,33.3,1
2023 - 2024,SCH,Rockingham County Public Schools,Turner Ashby High,Low Poverty,Non-Title I,0,0,33.3,1
2023 - 2024,SCH,Rockingham County Public Schools,Wilbur S. Pence Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Rockingham County Public Schools,Wilbur S. Pence Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Belfast Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Belfast Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Castlewood Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Castlewood Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Castlewood High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Castlewood High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Honaker Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Honaker Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Honaker High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Honaker High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Lebanon Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Lebanon Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Lebanon High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Lebanon High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Lebanon Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Lebanon Middle,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Russell County Public Schools,Lebanon Primary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Russell County Public Schools,Lebanon Primary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Salem City Public Schools,Andrew Lewis Middle,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Salem City Public Schools,Andrew Lewis Middle,All Schools,Non-Title I,0,0,50,1
2023 - 2024,SCH,Salem City Public Schools,East Salem Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,East Salem Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,G.W. Carver Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,G.W. Carver Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,Salem High,All Schools,All Schools,0,0,25,1
2023 - 2024,SCH,Salem City Public Schools,Salem High,All Schools,Non-Title I,0,0,25,1
2023 - 2024,SCH,Salem City Public Schools,South Salem Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,South Salem Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,West Salem Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Salem City Public Schools,West Salem Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Duffield-Pattonsville Primary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Duffield-Pattonsville Primary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Dungannon Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Dungannon Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Gate City High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Gate City High,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Gate City Middle,All Schools,All Schools,0,0,33.3,1
2023 - 2024,SCH,Scott County Public Schools,Gate City Middle,All Schools,Title I,0,0,33.3,1
2023 - 2024,SCH,Scott County Public Schools,Hilton Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Hilton Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Nickelsville Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Nickelsville Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Rye Cove High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Rye Cove High,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Rye Cove Intermediate,All Schools,All Schools,0,0,33.3,1
2023 - 2024,SCH,Scott County Public Schools,Rye Cove Intermediate,All Schools,Title I,0,0,33.3,1
2023 - 2024,SCH,Scott County Public Schools,Shoemaker Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Shoemaker Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Twin Springs High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Twin Springs High,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Virginia Connections Academy,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Virginia Connections Academy,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Weber City Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Weber City Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Yuma Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Scott County Public Schools,Yuma Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Ashby-Lee Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Ashby-Lee Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Central High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Central High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,North Fork Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,North Fork Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Peter Muhlenberg Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Peter Muhlenberg Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Sandy Hook Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Sandy Hook Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Signal Knob Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Signal Knob Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Stonewall Jackson High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Stonewall Jackson High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Strasburg High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,Strasburg High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Shenandoah County Public Schools,W.W. Robinson Elementary,All Schools,All Schools,0,0,33.3,1
2023 - 2024,SCH,Shenandoah County Public Schools,W.W. Robinson Elementary,All Schools,Title I,0,0,33.3,1
2023 - 2024,SCH,Smyth County Public Schools,Atkins Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Atkins Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Atkins Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Atkins Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie High,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie High,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Middle,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Middle,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Middle,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Middle,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Senior High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Senior High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Senior High,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Marion Senior High,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood High,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood High,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood Middle,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Northwood Middle,High Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Oak Point Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Oak Point Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Oak Point Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Oak Point Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Rich Valley Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Rich Valley Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Rich Valley Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Rich Valley Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Saltville Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Saltville Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Saltville Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Saltville Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Sugar Grove Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Sugar Grove Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Sugar Grove Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Smyth County Public Schools,Sugar Grove Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Southampton County Public Schools,Capron Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Southampton County Public Schools,Capron Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Southampton County Public Schools,Meherrin Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Southampton County Public Schools,Meherrin Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Southampton County Public Schools,Nottoway Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Southampton County Public Schools,Nottoway Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Southampton County Public Schools,Riverdale Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Southampton County Public Schools,Riverdale Elementary,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Southampton County Public Schools,Southampton High,All Schools,All Schools,33.3,1,50,1
2023 - 2024,SCH,Southampton County Public Schools,Southampton High,All Schools,Non-Title I,33.3,1,50,1
2023 - 2024,SCH,Southampton County Public Schools,Southampton Middle,All Schools,All Schools,20,1,100,1
2023 - 2024,SCH,Southampton County Public Schools,Southampton Middle,All Schools,Non-Title I,20,1,100,1
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Berkeley Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Spotsylvania County Public Schools,Berkeley Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Spotsylvania County Public Schools,Brock Road Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Brock Road Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Cedar Forest Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Cedar Forest Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor High,All Schools,Non-Title I,0,0,0,0
