Provisionally Licensed,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Division,School,Level,Poverty Level,Special Education Percent,Provisional Percent,Title 1 Code,y,x10
2023 - 2024,Roanoke County Public Schools,Clearbrook Elementary,SCH,Low Poverty,0,3.7,0,1,All Schools
2023 - 2024,Roanoke County Public Schools,Clearbrook Elementary,SCH,Low Poverty,0,3.7,0,1,Non-Title I
2023 - 2024,Roanoke County Public Schools,Fort Lewis Elementary,SCH,Low Poverty,4.5,9.1,1,2,All Schools
2023 - 2024,Roanoke County Public Schools,Fort Lewis Elementary,SCH,Low Poverty,4.5,9.1,1,2,Non-Title I
2023 - 2024,Roanoke County Public Schools,Glen Cove Elementary,SCH,Medium Poverty,9.1,15.2,3,5,All Schools
2023 - 2024,Roanoke County Public Schools,Glen Cove Elementary,SCH,Medium Poverty,9.1,15.2,3,5,Non-Title I
2023 - 2024,Roanoke County Public Schools,Glenvar Elementary,SCH,Medium Poverty,3.4,3.4,1,1,All Schools
2023 - 2024,Roanoke County Public Schools,Glenvar Elementary,SCH,Medium Poverty,3.4,3.4,1,1,Non-Title I
2023 - 2024,Roanoke County Public Schools,Glenvar High,SCH,Low Poverty,3.6,7.3,2,4,All Schools
2023 - 2024,Roanoke County Public Schools,Glenvar High,SCH,Low Poverty,3.6,7.3,2,4,Non-Title I
2023 - 2024,Roanoke County Public Schools,Glenvar Middle,SCH,Low Poverty,4.3,6.4,2,3,All Schools
2023 - 2024,Roanoke County Public Schools,Glenvar Middle,SCH,Low Poverty,4.3,6.4,2,3,Non-Title I
2023 - 2024,Roanoke County Public Schools,Green Valley Elementary,SCH,Medium Poverty,2.5,5,1,2,All Schools
2023 - 2024,Roanoke County Public Schools,Green Valley Elementary,SCH,Medium Poverty,2.5,5,1,2,Non-Title I
2023 - 2024,Roanoke County Public Schools,Herman L. Horn Elementary,SCH,Medium Poverty,6.1,9.1,2,3,All Schools
2023 - 2024,Roanoke County Public Schools,Herman L. Horn Elementary,SCH,Medium Poverty,6.1,9.1,2,3,Title I
2023 - 2024,Roanoke County Public Schools,Hidden Valley High,SCH,Low Poverty,2.9,11.8,2,8,All Schools
2023 - 2024,Roanoke County Public Schools,Hidden Valley High,SCH,Low Poverty,2.9,11.8,2,8,Non-Title I
2023 - 2024,Roanoke County Public Schools,Hidden Valley Middle,SCH,Low Poverty,5.5,9.1,3,5,All Schools
2023 - 2024,Roanoke County Public Schools,Hidden Valley Middle,SCH,Low Poverty,5.5,9.1,3,5,Non-Title I
2023 - 2024,Roanoke County Public Schools,Mason's Cove Elementary,SCH,Medium Poverty,0,4.3,0,1,All Schools
2023 - 2024,Roanoke County Public Schools,Mason's Cove Elementary,SCH,Medium Poverty,0,4.3,0,1,Title I
2023 - 2024,Roanoke County Public Schools,Mount Pleasant Elementary,SCH,Medium Poverty,4,12,1,3,All Schools
2023 - 2024,Roanoke County Public Schools,Mount Pleasant Elementary,SCH,Medium Poverty,4,12,1,3,Title I
2023 - 2024,Roanoke County Public Schools,Mountain View Elementary,SCH,Medium Poverty,2.9,5.9,1,2,All Schools
2023 - 2024,Roanoke County Public Schools,Mountain View Elementary,SCH,Medium Poverty,2.9,5.9,1,2,Title I
2023 - 2024,Roanoke County Public Schools,Northside High,SCH,Medium Poverty,1.4,10.8,1,8,All Schools
2023 - 2024,Roanoke County Public Schools,Northside High,SCH,Medium Poverty,1.4,10.8,1,8,Non-Title I
2023 - 2024,Roanoke County Public Schools,Northside Middle,SCH,Medium Poverty,1.7,6.8,1,4,All Schools
2023 - 2024,Roanoke County Public Schools,Northside Middle,SCH,Medium Poverty,1.7,6.8,1,4,Non-Title I
2023 - 2024,Roanoke County Public Schools,Oak Grove Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Roanoke County Public Schools,Oak Grove Elementary,SCH,Medium Poverty,0,0,0,0,Non-Title I
2023 - 2024,Roanoke County Public Schools,Penn Forest Elementary,SCH,Low Poverty,6.5,6.5,2,2,All Schools
2023 - 2024,Roanoke County Public Schools,Penn Forest Elementary,SCH,Low Poverty,6.5,6.5,2,2,Non-Title I
2023 - 2024,Roanoke County Public Schools,W.E. Cundiff Elementary,SCH,Medium Poverty,4.8,4.8,2,2,All Schools
2023 - 2024,Roanoke County Public Schools,W.E. Cundiff Elementary,SCH,Medium Poverty,4.8,4.8,2,2,Title I
2023 - 2024,Roanoke County Public Schools,William Byrd High,SCH,Medium Poverty,3.4,11.4,3,10,All Schools
2023 - 2024,Roanoke County Public Schools,William Byrd High,SCH,Medium Poverty,3.4,11.4,3,10,Non-Title I
2023 - 2024,Roanoke County Public Schools,William Byrd Middle,SCH,Medium Poverty,4.2,16.7,3,12,All Schools
2023 - 2024,Roanoke County Public Schools,William Byrd Middle,SCH,Medium Poverty,4.2,16.7,3,12,Non-Title I
2023 - 2024,Rockbridge County Public Schools,Central Elementary,SCH,Medium Poverty,2.2,8.9,1,4,All Schools
2023 - 2024,Rockbridge County Public Schools,Central Elementary,SCH,Medium Poverty,2.2,8.9,1,4,Title I
2023 - 2024,Rockbridge County Public Schools,Fairfield Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Rockbridge County Public Schools,Fairfield Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Rockbridge County Public Schools,Maury River Middle,SCH,Medium Poverty,1.8,7.1,1,4,All Schools
2023 - 2024,Rockbridge County Public Schools,Maury River Middle,SCH,Medium Poverty,1.8,7.1,1,4,Non-Title I
2023 - 2024,Rockbridge County Public Schools,Mountain View Elementary,SCH,Medium Poverty,5.3,5.3,1,1,All Schools
2023 - 2024,Rockbridge County Public Schools,Mountain View Elementary,SCH,Medium Poverty,5.3,5.3,1,1,Title I
2023 - 2024,Rockbridge County Public Schools,Natural Bridge Elementary,SCH,Medium Poverty,0,2.9,0,1,All Schools
2023 - 2024,Rockbridge County Public Schools,Natural Bridge Elementary,SCH,Medium Poverty,0,2.9,0,1,Title I
2023 - 2024,Rockbridge County Public Schools,Rockbridge County High,SCH,Medium Poverty,1.1,8,1,7,All Schools
2023 - 2024,Rockbridge County Public Schools,Rockbridge County High,SCH,Medium Poverty,1.1,8,1,7,Non-Title I
2023 - 2024,Rockingham County Public Schools,Broadway High,SCH,Medium Poverty,2.7,6.8,2,5,All Schools
2023 - 2024,Rockingham County Public Schools,Broadway High,SCH,Medium Poverty,2.7,6.8,2,5,Non-Title I
2023 - 2024,Rockingham County Public Schools,Cub Run Elementary,SCH,Medium Poverty,0,1.6,0,1,All Schools
2023 - 2024,Rockingham County Public Schools,Cub Run Elementary,SCH,Medium Poverty,0,1.6,0,1,Title I
2023 - 2024,Rockingham County Public Schools,East Rockingham High,SCH,Medium Poverty,1.7,10.3,1,6,All Schools
2023 - 2024,Rockingham County Public Schools,East Rockingham High,SCH,Medium Poverty,1.7,10.3,1,6,Non-Title I
2023 - 2024,Rockingham County Public Schools,Elkton Elementary,SCH,Medium Poverty,3.4,10.3,1,3,All Schools
2023 - 2024,Rockingham County Public Schools,Elkton Elementary,SCH,Medium Poverty,3.4,10.3,1,3,Title I
2023 - 2024,Rockingham County Public Schools,Elkton Middle,SCH,Medium Poverty,0,9.4,0,5,All Schools
2023 - 2024,Rockingham County Public Schools,Elkton Middle,SCH,Medium Poverty,0,9.4,0,5,Non-Title I
2023 - 2024,Rockingham County Public Schools,Fulks Run Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Rockingham County Public Schools,Fulks Run Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Rockingham County Public Schools,J. Frank Hillyard Middle,SCH,Medium Poverty,1.6,7.9,1,5,All Schools
2023 - 2024,Rockingham County Public Schools,J. Frank Hillyard Middle,SCH,Medium Poverty,1.6,7.9,1,5,Non-Title I
2023 - 2024,Rockingham County Public Schools,John C. Myers Elementary,SCH,Medium Poverty,0,2.6,0,1,All Schools
2023 - 2024,Rockingham County Public Schools,John C. Myers Elementary,SCH,Medium Poverty,0,2.6,0,1,Title I
2023 - 2024,Rockingham County Public Schools,John W. Wayland Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Rockingham County Public Schools,John W. Wayland Elementary,SCH,Medium Poverty,0,0,0,0,Non-Title I
2023 - 2024,Rockingham County Public Schools,Lacey Spring Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Rockingham County Public Schools,Lacey Spring Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Rockingham County Public Schools,Linville-Edom Elementary,SCH,Medium Poverty,0,8.7,0,2,All Schools
2023 - 2024,Rockingham County Public Schools,Linville-Edom Elementary,SCH,Medium Poverty,0,8.7,0,2,Title I
2023 - 2024,Rockingham County Public Schools,McGaheysville Elementary,SCH,Medium Poverty,4.2,4.2,1,1,All Schools
2023 - 2024,Rockingham County Public Schools,McGaheysville Elementary,SCH,Medium Poverty,4.2,4.2,1,1,Title I
2023 - 2024,Rockingham County Public Schools,Montevideo Middle,SCH,Medium Poverty,1.7,10.3,1,6,All Schools
2023 - 2024,Rockingham County Public Schools,Montevideo Middle,SCH,Medium Poverty,1.7,10.3,1,6,Non-Title I
2023 - 2024,Rockingham County Public Schools,Mountain View Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Rockingham County Public Schools,Mountain View Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Rockingham County Public Schools,Ottobine Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Rockingham County Public Schools,Ottobine Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Rockingham County Public Schools,Peak View Elementary,SCH,Medium Poverty,0,2.4,0,1,All Schools
2023 - 2024,Rockingham County Public Schools,Peak View Elementary,SCH,Medium Poverty,0,2.4,0,1,Non-Title I
2023 - 2024,Rockingham County Public Schools,Plains Elementary,SCH,Medium Poverty,0,2.6,0,1,All Schools
2023 - 2024,Rockingham County Public Schools,Plains Elementary,SCH,Medium Poverty,0,2.6,0,1,Title I
2023 - 2024,Rockingham County Public Schools,Pleasant Valley Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Rockingham County Public Schools,Pleasant Valley Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Rockingham County Public Schools,River Bend Elementary,SCH,Medium Poverty,0,3.1,0,1,All Schools
2023 - 2024,Rockingham County Public Schools,River Bend Elementary,SCH,Medium Poverty,0,3.1,0,1,Title I
2023 - 2024,Rockingham County Public Schools,South River Elementary,SCH,Medium Poverty,0,3.1,0,1,All Schools
2023 - 2024,Rockingham County Public Schools,South River Elementary,SCH,Medium Poverty,0,3.1,0,1,Title I
2023 - 2024,Rockingham County Public Schools,Spotswood High,SCH,Medium Poverty,0,4.1,0,3,All Schools
2023 - 2024,Rockingham County Public Schools,Spotswood High,SCH,Medium Poverty,0,4.1,0,3,Non-Title I
2023 - 2024,Rockingham County Public Schools,Turner Ashby High,SCH,Low Poverty,0,3.9,0,3,All Schools
2023 - 2024,Rockingham County Public Schools,Turner Ashby High,SCH,Low Poverty,0,3.9,0,3,Non-Title I
2023 - 2024,Rockingham County Public Schools,Wilbur S. Pence Middle,SCH,Medium Poverty,1.6,4.8,1,3,All Schools
2023 - 2024,Rockingham County Public Schools,Wilbur S. Pence Middle,SCH,Medium Poverty,1.6,4.8,1,3,Non-Title I
2023 - 2024,Russell County Public Schools,Belfast Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Russell County Public Schools,Belfast Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Russell County Public Schools,Castlewood Elementary,SCH,Medium Poverty,8.3,20.8,2,5,All Schools
2023 - 2024,Russell County Public Schools,Castlewood Elementary,SCH,Medium Poverty,8.3,20.8,2,5,Title I
2023 - 2024,Russell County Public Schools,Castlewood High,SCH,Medium Poverty,6.9,17.2,2,5,All Schools
2023 - 2024,Russell County Public Schools,Castlewood High,SCH,Medium Poverty,6.9,17.2,2,5,Non-Title I
2023 - 2024,Russell County Public Schools,Honaker Elementary,SCH,Medium Poverty,1.9,7.7,1,4,All Schools
2023 - 2024,Russell County Public Schools,Honaker Elementary,SCH,Medium Poverty,1.9,7.7,1,4,Title I
2023 - 2024,Russell County Public Schools,Honaker High,SCH,Medium Poverty,2.2,4.3,1,2,All Schools
2023 - 2024,Russell County Public Schools,Honaker High,SCH,Medium Poverty,2.2,4.3,1,2,Non-Title I
2023 - 2024,Russell County Public Schools,Lebanon Elementary,SCH,Medium Poverty,3.6,17.9,1,5,All Schools
2023 - 2024,Russell County Public Schools,Lebanon Elementary,SCH,Medium Poverty,3.6,17.9,1,5,Title I
2023 - 2024,Russell County Public Schools,Lebanon High,SCH,Medium Poverty,2.2,15.6,1,7,All Schools
2023 - 2024,Russell County Public Schools,Lebanon High,SCH,Medium Poverty,2.2,15.6,1,7,Non-Title I
2023 - 2024,Russell County Public Schools,Lebanon Middle,SCH,Medium Poverty,10.7,17.9,3,5,All Schools
2023 - 2024,Russell County Public Schools,Lebanon Middle,SCH,Medium Poverty,10.7,17.9,3,5,Title I
2023 - 2024,Russell County Public Schools,Lebanon Primary,SCH,Medium Poverty,3.7,14.8,1,4,All Schools
2023 - 2024,Russell County Public Schools,Lebanon Primary,SCH,Medium Poverty,3.7,14.8,1,4,Title I
2023 - 2024,Salem City Public Schools,Andrew Lewis Middle,SCH,Medium Poverty,1,4.1,1,4,All Schools
2023 - 2024,Salem City Public Schools,Andrew Lewis Middle,SCH,Medium Poverty,1,4.1,1,4,Non-Title I
2023 - 2024,Salem City Public Schools,East Salem Elementary,SCH,Medium Poverty,0,2.9,0,1,All Schools
2023 - 2024,Salem City Public Schools,East Salem Elementary,SCH,Medium Poverty,0,2.9,0,1,Title I
2023 - 2024,Salem City Public Schools,G.W. Carver Elementary,SCH,Medium Poverty,0,5.6,0,2,All Schools
2023 - 2024,Salem City Public Schools,G.W. Carver Elementary,SCH,Medium Poverty,0,5.6,0,2,Title I
2023 - 2024,Salem City Public Schools,Salem High,SCH,Medium Poverty,0,5.2,0,7,All Schools
2023 - 2024,Salem City Public Schools,Salem High,SCH,Medium Poverty,0,5.2,0,7,Non-Title I
2023 - 2024,Salem City Public Schools,South Salem Elementary,SCH,Medium Poverty,0,5.9,0,2,All Schools
2023 - 2024,Salem City Public Schools,South Salem Elementary,SCH,Medium Poverty,0,5.9,0,2,Non-Title I
2023 - 2024,Salem City Public Schools,West Salem Elementary,SCH,Medium Poverty,0,5.9,0,2,All Schools
2023 - 2024,Salem City Public Schools,West Salem Elementary,SCH,Medium Poverty,0,5.9,0,2,Non-Title I
2023 - 2024,Scott County Public Schools,Duffield-Pattonsville Primary,SCH,Medium Poverty,8,16,2,4,All Schools
2023 - 2024,Scott County Public Schools,Duffield-Pattonsville Primary,SCH,Medium Poverty,8,16,2,4,Title I
2023 - 2024,Scott County Public Schools,Dungannon Elementary,SCH,Medium Poverty,4.8,14.3,1,3,All Schools
2023 - 2024,Scott County Public Schools,Dungannon Elementary,SCH,Medium Poverty,4.8,14.3,1,3,Title I
2023 - 2024,Scott County Public Schools,Gate City High,SCH,Medium Poverty,6,16,3,8,All Schools
2023 - 2024,Scott County Public Schools,Gate City High,SCH,Medium Poverty,6,16,3,8,Title I
2023 - 2024,Scott County Public Schools,Gate City Middle,SCH,Medium Poverty,2.9,17.1,1,6,All Schools
2023 - 2024,Scott County Public Schools,Gate City Middle,SCH,Medium Poverty,2.9,17.1,1,6,Title I
2023 - 2024,Scott County Public Schools,Hilton Elementary,SCH,Medium Poverty,5,10,1,2,All Schools
2023 - 2024,Scott County Public Schools,Hilton Elementary,SCH,Medium Poverty,5,10,1,2,Title I
2023 - 2024,Scott County Public Schools,Nickelsville Elementary,SCH,Medium Poverty,3.6,10.7,1,3,All Schools
2023 - 2024,Scott County Public Schools,Nickelsville Elementary,SCH,Medium Poverty,3.6,10.7,1,3,Title I
2023 - 2024,Scott County Public Schools,Rye Cove High,SCH,Medium Poverty,3.8,23.1,1,6,All Schools
2023 - 2024,Scott County Public Schools,Rye Cove High,SCH,Medium Poverty,3.8,23.1,1,6,Title I
2023 - 2024,Scott County Public Schools,Rye Cove Intermediate,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Scott County Public Schools,Rye Cove Intermediate,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Scott County Public Schools,Shoemaker Elementary,SCH,Medium Poverty,0,2.4,0,1,All Schools
2023 - 2024,Scott County Public Schools,Shoemaker Elementary,SCH,Medium Poverty,0,2.4,0,1,Title I
2023 - 2024,Scott County Public Schools,Twin Springs High,SCH,Medium Poverty,3.4,6.9,1,2,All Schools
2023 - 2024,Scott County Public Schools,Twin Springs High,SCH,Medium Poverty,3.4,6.9,1,2,Title I
2023 - 2024,Scott County Public Schools,Weber City Elementary,SCH,Medium Poverty,3.3,3.3,1,1,All Schools
2023 - 2024,Scott County Public Schools,Weber City Elementary,SCH,Medium Poverty,3.3,3.3,1,1,Title I
2023 - 2024,Scott County Public Schools,Yuma Elementary,SCH,Medium Poverty,5.3,10.5,1,2,All Schools
2023 - 2024,Scott County Public Schools,Yuma Elementary,SCH,Medium Poverty,5.3,10.5,1,2,Non-Title I
2023 - 2024,Shenandoah County Public Schools,Ashby-Lee Elementary,SCH,Medium Poverty,2.2,8.9,1,4,All Schools
2023 - 2024,Shenandoah County Public Schools,Ashby-Lee Elementary,SCH,Medium Poverty,2.2,8.9,1,4,Title I
2023 - 2024,Shenandoah County Public Schools,Central High,SCH,Medium Poverty,9.1,18.2,5,10,All Schools
2023 - 2024,Shenandoah County Public Schools,Central High,SCH,Medium Poverty,9.1,18.2,5,10,Non-Title I
2023 - 2024,Shenandoah County Public Schools,North Fork Middle,SCH,Medium Poverty,2.7,2.7,1,1,All Schools
2023 - 2024,Shenandoah County Public Schools,North Fork Middle,SCH,Medium Poverty,2.7,2.7,1,1,Non-Title I
2023 - 2024,Shenandoah County Public Schools,Peter Muhlenberg Middle,SCH,Medium Poverty,0,14.6,0,6,All Schools
2023 - 2024,Shenandoah County Public Schools,Peter Muhlenberg Middle,SCH,Medium Poverty,0,14.6,0,6,Non-Title I
2023 - 2024,Shenandoah County Public Schools,Sandy Hook Elementary,SCH,Medium Poverty,5.3,8.8,3,5,All Schools
2023 - 2024,Shenandoah County Public Schools,Sandy Hook Elementary,SCH,Medium Poverty,5.3,8.8,3,5,Title I
2023 - 2024,Shenandoah County Public Schools,Signal Knob Middle,SCH,Medium Poverty,0,7,0,3,All Schools
2023 - 2024,Shenandoah County Public Schools,Signal Knob Middle,SCH,Medium Poverty,0,7,0,3,Non-Title I
2023 - 2024,Shenandoah County Public Schools,Stonewall Jackson High,SCH,Medium Poverty,0,4.5,0,2,All Schools
2023 - 2024,Shenandoah County Public Schools,Stonewall Jackson High,SCH,Medium Poverty,0,4.5,0,2,Non-Title I
2023 - 2024,Shenandoah County Public Schools,Strasburg High,SCH,Medium Poverty,4.1,6.1,2,3,All Schools
2023 - 2024,Shenandoah County Public Schools,Strasburg High,SCH,Medium Poverty,4.1,6.1,2,3,Non-Title I
2023 - 2024,Shenandoah County Public Schools,W.W. Robinson Elementary,SCH,Medium Poverty,5.2,10.4,4,8,All Schools
2023 - 2024,Shenandoah County Public Schools,W.W. Robinson Elementary,SCH,Medium Poverty,5.2,10.4,4,8,Title I
2023 - 2024,Smyth County Public Schools,Atkins Elementary,SCH,High Poverty,0,8.7,0,2,All Schools
2023 - 2024,Smyth County Public Schools,Atkins Elementary,SCH,High Poverty,0,8.7,0,2,Title I
2023 - 2024,Smyth County Public Schools,Chilhowie Elementary,SCH,High Poverty,0,0,0,0,All Schools
2023 - 2024,Smyth County Public Schools,Chilhowie Elementary,SCH,High Poverty,0,0,0,0,Title I
2023 - 2024,Smyth County Public Schools,Chilhowie High,SCH,High Poverty,0,3.1,0,2,All Schools
2023 - 2024,Smyth County Public Schools,Chilhowie High,SCH,High Poverty,0,3.1,0,2,Non-Title I
2023 - 2024,Smyth County Public Schools,Chilhowie Middle,SCH,High Poverty,0,6.8,0,3,All Schools
2023 - 2024,Smyth County Public Schools,Chilhowie Middle,SCH,High Poverty,0,6.8,0,3,Non-Title I
2023 - 2024,Smyth County Public Schools,Marion Elementary,SCH,High Poverty,0,3.2,0,1,All Schools
2023 - 2024,Smyth County Public Schools,Marion Elementary,SCH,High Poverty,0,3.2,0,1,Title I
